RegionName,StateName,Date,Avg_Price
Salinas,CA,1997-04-30,182595
Vallejo,CA,1997-04-30,137035
Tallahassee,FL,1997-04-30,94336
Naples,FL,1997-04-30,165549
San Luis Obispo,CA,1997-04-30,187793
Gainesville,FL,1997-04-30,97684
Santa Cruz,CA,1997-04-30,247388
Crestview-Fort Walton Beach-Destin,FL,1997-04-30,105419
Panama City,FL,1997-04-30,96486
Redding,CA,1997-04-30,86721
Punta Gorda,FL,1997-04-30,89050
Homosassa Springs,FL,1997-04-30,82523
Vero Beach,FL,1997-04-30,105060
Napa,CA,1997-04-30,177484
The Villages,FL,1997-04-30,108573
Lake City,FL,1997-04-30,47061
Okeechobee,FL,1997-04-30,71874
Clewiston,FL,1997-04-30,59473
Arcadia,FL,1997-04-30,58051
Wauchula,FL,1997-04-30,46856
Los Angeles-Long Beach-Anaheim,CA,1997-05-31,191578
Miami-Fort Lauderdale,FL,1997-05-31,127721
San Francisco,CA,1997-05-31,269112
Riverside,CA,1997-05-31,122500
San Diego,CA,1997-05-31,189802
Tampa,FL,1997-05-31,94288
Sacramento,CA,1997-05-31,150072
Orlando,FL,1997-05-31,113037
San Jose,CA,1997-05-31,281115
Jacksonville,FL,1997-05-31,103915
Fresno,CA,1997-05-31,107561
Bakersfield,CA,1997-05-31,113161
Ventura,CA,1997-05-31,212280
North Port-Sarasota-Bradenton,FL,1997-05-31,124413
Stockton,CA,1997-05-31,112483
Fort Myers,FL,1997-05-31,121712
Lakeland,FL,1997-05-31,90826
Daytona Beach,FL,1997-05-31,93978
Melbourne,FL,1997-05-31,98805
Santa Rosa,CA,1997-05-31,216395
Pensacola,FL,1997-05-31,94631
Visalia,CA,1997-05-31,96482
Port St. Lucie,FL,1997-05-31,103218
Santa Maria-Santa Barbara,CA,1997-05-31,227635
Salinas,CA,1997-05-31,183135
Vallejo,CA,1997-05-31,137452
Tallahassee,FL,1997-05-31,94737
Naples,FL,1997-05-31,166051
San Luis Obispo,CA,1997-05-31,188546
Gainesville,FL,1997-05-31,98170
Santa Cruz,CA,1997-05-31,248974
Crestview-Fort Walton Beach-Destin,FL,1997-05-31,106037
Panama City,FL,1997-05-31,97193
Redding,CA,1997-05-31,86831
Punta Gorda,FL,1997-05-31,89268
Homosassa Springs,FL,1997-05-31,82460
Vero Beach,FL,1997-05-31,105267
Napa,CA,1997-05-31,178536
The Villages,FL,1997-05-31,109284
Lake City,FL,1997-05-31,47299
Okeechobee,FL,1997-05-31,72216
Clewiston,FL,1997-05-31,59130
Arcadia,FL,1997-05-31,58196
Wauchula,FL,1997-05-31,47034
Los Angeles-Long Beach-Anaheim,CA,1997-06-30,192106
Miami-Fort Lauderdale,FL,1997-06-30,127975
San Francisco,CA,1997-06-30,271267
Riverside,CA,1997-06-30,122879
San Diego,CA,1997-06-30,190137
Tampa,FL,1997-06-30,94460
Sacramento,CA,1997-06-30,150576
Orlando,FL,1997-06-30,113188
San Jose,CA,1997-06-30,283835
Jacksonville,FL,1997-06-30,104349
Fresno,CA,1997-06-30,106933
Bakersfield,CA,1997-06-30,112862
Ventura,CA,1997-06-30,213236
North Port-Sarasota-Bradenton,FL,1997-06-30,124759
Stockton,CA,1997-06-30,112515
Fort Myers,FL,1997-06-30,122231
Lakeland,FL,1997-06-30,91035
Daytona Beach,FL,1997-06-30,94164
Melbourne,FL,1997-06-30,98900
Santa Rosa,CA,1997-06-30,217090
Pensacola,FL,1997-06-30,95170
Visalia,CA,1997-06-30,96609
Port St. Lucie,FL,1997-06-30,103547
Santa Maria-Santa Barbara,CA,1997-06-30,228869
Salinas,CA,1997-06-30,183544
Vallejo,CA,1997-06-30,137921
Tallahassee,FL,1997-06-30,95103
Naples,FL,1997-06-30,166651
San Luis Obispo,CA,1997-06-30,189239
Gainesville,FL,1997-06-30,98667
Santa Cruz,CA,1997-06-30,250886
Crestview-Fort Walton Beach-Destin,FL,1997-06-30,106569
Panama City,FL,1997-06-30,97910
Redding,CA,1997-06-30,86928
Punta Gorda,FL,1997-06-30,89572
Homosassa Springs,FL,1997-06-30,82559
Vero Beach,FL,1997-06-30,105672
Napa,CA,1997-06-30,179698
The Villages,FL,1997-06-30,109853
Lake City,FL,1997-06-30,47550
Okeechobee,FL,1997-06-30,72620
Clewiston,FL,1997-06-30,59420
Arcadia,FL,1997-06-30,58317
Wauchula,FL,1997-06-30,47193
Los Angeles-Long Beach-Anaheim,CA,1997-07-31,192761
Miami-Fort Lauderdale,FL,1997-07-31,128216
San Francisco,CA,1997-07-31,273764
Riverside,CA,1997-07-31,123312
San Diego,CA,1997-07-31,190778
Tampa,FL,1997-07-31,94692
Sacramento,CA,1997-07-31,151193
Orlando,FL,1997-07-31,113247
San Jose,CA,1997-07-31,286719
Jacksonville,FL,1997-07-31,104817
Fresno,CA,1997-07-31,107062
Bakersfield,CA,1997-07-31,112351
Ventura,CA,1997-07-31,214272
North Port-Sarasota-Bradenton,FL,1997-07-31,125033
Stockton,CA,1997-07-31,112627
Fort Myers,FL,1997-07-31,122532
Lakeland,FL,1997-07-31,91283
Daytona Beach,FL,1997-07-31,94312
Melbourne,FL,1997-07-31,98964
Santa Rosa,CA,1997-07-31,217745
Pensacola,FL,1997-07-31,95744
Visalia,CA,1997-07-31,96829
Port St. Lucie,FL,1997-07-31,103957
Santa Maria-Santa Barbara,CA,1997-07-31,230823
Salinas,CA,1997-07-31,183605
Vallejo,CA,1997-07-31,138495
Tallahassee,FL,1997-07-31,95588
Naples,FL,1997-07-31,166908
San Luis Obispo,CA,1997-07-31,189728
Gainesville,FL,1997-07-31,99147
Santa Cruz,CA,1997-07-31,252892
Crestview-Fort Walton Beach-Destin,FL,1997-07-31,106924
Panama City,FL,1997-07-31,98363
Redding,CA,1997-07-31,87266
Punta Gorda,FL,1997-07-31,89992
Homosassa Springs,FL,1997-07-31,82775
Vero Beach,FL,1997-07-31,105895
Napa,CA,1997-07-31,181029
The Villages,FL,1997-07-31,110010
Lake City,FL,1997-07-31,47652
Okeechobee,FL,1997-07-31,73053
Clewiston,FL,1997-07-31,60012
Arcadia,FL,1997-07-31,58568
Wauchula,FL,1997-07-31,47526
Los Angeles-Long Beach-Anaheim,CA,1997-08-31,193715
Miami-Fort Lauderdale,FL,1997-08-31,128481
San Francisco,CA,1997-08-31,276034
Riverside,CA,1997-08-31,123676
San Diego,CA,1997-08-31,191813
Tampa,FL,1997-08-31,94989
Sacramento,CA,1997-08-31,151617
Orlando,FL,1997-08-31,113464
San Jose,CA,1997-08-31,289850
Jacksonville,FL,1997-08-31,105147
Fresno,CA,1997-08-31,107028
Bakersfield,CA,1997-08-31,111864
Ventura,CA,1997-08-31,214942
North Port-Sarasota-Bradenton,FL,1997-08-31,125382
Stockton,CA,1997-08-31,112798
Fort Myers,FL,1997-08-31,122594
Lakeland,FL,1997-08-31,91604
Daytona Beach,FL,1997-08-31,94419
Melbourne,FL,1997-08-31,98915
Santa Rosa,CA,1997-08-31,218667
Pensacola,FL,1997-08-31,96386
Visalia,CA,1997-08-31,96947
Port St. Lucie,FL,1997-08-31,104250
Santa Maria-Santa Barbara,CA,1997-08-31,231893
Salinas,CA,1997-08-31,183955
Vallejo,CA,1997-08-31,138748
Tallahassee,FL,1997-08-31,96079
Naples,FL,1997-08-31,167270
San Luis Obispo,CA,1997-08-31,190224
Gainesville,FL,1997-08-31,99446
Santa Cruz,CA,1997-08-31,255045
Crestview-Fort Walton Beach-Destin,FL,1997-08-31,107340
Panama City,FL,1997-08-31,98881
Redding,CA,1997-08-31,87469
Punta Gorda,FL,1997-08-31,90304
Homosassa Springs,FL,1997-08-31,83140
Vero Beach,FL,1997-08-31,106156
Napa,CA,1997-08-31,181969
The Villages,FL,1997-08-31,110180
Lake City,FL,1997-08-31,47937
Okeechobee,FL,1997-08-31,73546
Clewiston,FL,1997-08-31,60356
Arcadia,FL,1997-08-31,58785
Wauchula,FL,1997-08-31,47901
Los Angeles-Long Beach-Anaheim,CA,1997-09-30,194788
Miami-Fort Lauderdale,FL,1997-09-30,128777
San Francisco,CA,1997-09-30,278478
Riverside,CA,1997-09-30,124058
San Diego,CA,1997-09-30,193190
Tampa,FL,1997-09-30,95396
Sacramento,CA,1997-09-30,152026
Orlando,FL,1997-09-30,113722
San Jose,CA,1997-09-30,293056
Jacksonville,FL,1997-09-30,105467
Fresno,CA,1997-09-30,107364
Bakersfield,CA,1997-09-30,111631
Ventura,CA,1997-09-30,215735
North Port-Sarasota-Bradenton,FL,1997-09-30,125796
Stockton,CA,1997-09-30,113081
Fort Myers,FL,1997-09-30,122595
Lakeland,FL,1997-09-30,91951
Daytona Beach,FL,1997-09-30,94587
Melbourne,FL,1997-09-30,98843
Santa Rosa,CA,1997-09-30,219591
Pensacola,FL,1997-09-30,97187
Visalia,CA,1997-09-30,96974
Port St. Lucie,FL,1997-09-30,104518
Santa Maria-Santa Barbara,CA,1997-09-30,232973
Salinas,CA,1997-09-30,184437
Vallejo,CA,1997-09-30,139090
Tallahassee,FL,1997-09-30,96582
Naples,FL,1997-09-30,167840
San Luis Obispo,CA,1997-09-30,190619
Gainesville,FL,1997-09-30,99725
Santa Cruz,CA,1997-09-30,257359
Crestview-Fort Walton Beach-Destin,FL,1997-09-30,108765
Panama City,FL,1997-09-30,99348
Redding,CA,1997-09-30,88065
Punta Gorda,FL,1997-09-30,90547
Homosassa Springs,FL,1997-09-30,83452
Vero Beach,FL,1997-09-30,106343
Napa,CA,1997-09-30,182992
The Villages,FL,1997-09-30,110424
Lake City,FL,1997-09-30,48233
Okeechobee,FL,1997-09-30,73994
Clewiston,FL,1997-09-30,60358
Arcadia,FL,1997-09-30,59041
Wauchula,FL,1997-09-30,48271
Los Angeles-Long Beach-Anaheim,CA,1997-10-31,195824
Miami-Fort Lauderdale,FL,1997-10-31,128963
San Francisco,CA,1997-10-31,280614
Riverside,CA,1997-10-31,124360
San Diego,CA,1997-10-31,194338
Tampa,FL,1997-10-31,95686
Sacramento,CA,1997-10-31,152300
Orlando,FL,1997-10-31,114097
San Jose,CA,1997-10-31,295943
Jacksonville,FL,1997-10-31,105800
Fresno,CA,1997-10-31,107166
Bakersfield,CA,1997-10-31,111584
Ventura,CA,1997-10-31,216392
North Port-Sarasota-Bradenton,FL,1997-10-31,126244
Stockton,CA,1997-10-31,113318
Fort Myers,FL,1997-10-31,122651
Lakeland,FL,1997-10-31,92221
Daytona Beach,FL,1997-10-31,94816
Melbourne,FL,1997-10-31,98795
Santa Rosa,CA,1997-10-31,220608
Pensacola,FL,1997-10-31,97656
Visalia,CA,1997-10-31,97159
Port St. Lucie,FL,1997-10-31,104634
Santa Maria-Santa Barbara,CA,1997-10-31,232174
Salinas,CA,1997-10-31,185921
Vallejo,CA,1997-10-31,139234
Tallahassee,FL,1997-10-31,96994
Naples,FL,1997-10-31,168645
San Luis Obispo,CA,1997-10-31,191153
Gainesville,FL,1997-10-31,100086
Santa Cruz,CA,1997-10-31,259629
Crestview-Fort Walton Beach-Destin,FL,1997-10-31,109991
Panama City,FL,1997-10-31,100061
Redding,CA,1997-10-31,88458
Punta Gorda,FL,1997-10-31,91032
Homosassa Springs,FL,1997-10-31,83680
Vero Beach,FL,1997-10-31,106739
Napa,CA,1997-10-31,183766
The Villages,FL,1997-10-31,110932
Lake City,FL,1997-10-31,48700
Okeechobee,FL,1997-10-31,74385
Clewiston,FL,1997-10-31,60344
Arcadia,FL,1997-10-31,59269
Wauchula,FL,1997-10-31,48505
Los Angeles-Long Beach-Anaheim,CA,1997-11-30,196793
Miami-Fort Lauderdale,FL,1997-11-30,129146
San Francisco,CA,1997-11-30,283208
Riverside,CA,1997-11-30,124897
San Diego,CA,1997-11-30,195682
Tampa,FL,1997-11-30,95984
Sacramento,CA,1997-11-30,153014
Orlando,FL,1997-11-30,114448
San Jose,CA,1997-11-30,299001
Jacksonville,FL,1997-11-30,106393
Fresno,CA,1997-11-30,107144
Bakersfield,CA,1997-11-30,111565
Ventura,CA,1997-11-30,217778
North Port-Sarasota-Bradenton,FL,1997-11-30,126677
Stockton,CA,1997-11-30,113544
Fort Myers,FL,1997-11-30,122935
Lakeland,FL,1997-11-30,92396
Daytona Beach,FL,1997-11-30,95173
Melbourne,FL,1997-11-30,98988
Santa Rosa,CA,1997-11-30,221643
Pensacola,FL,1997-11-30,98206
Visalia,CA,1997-11-30,97301
Port St. Lucie,FL,1997-11-30,104814
Santa Maria-Santa Barbara,CA,1997-11-30,233159
Salinas,CA,1997-11-30,186896
Vallejo,CA,1997-11-30,139720
Tallahassee,FL,1997-11-30,97309
Naples,FL,1997-11-30,169547
San Luis Obispo,CA,1997-11-30,192175
Gainesville,FL,1997-11-30,100572
Santa Cruz,CA,1997-11-30,262185
Crestview-Fort Walton Beach-Destin,FL,1997-11-30,111333
Panama City,FL,1997-11-30,100786
Redding,CA,1997-11-30,88872
Punta Gorda,FL,1997-11-30,91573
Homosassa Springs,FL,1997-11-30,83984
Vero Beach,FL,1997-11-30,107177
Napa,CA,1997-11-30,184992
The Villages,FL,1997-11-30,111493
Lake City,FL,1997-11-30,49044
Okeechobee,FL,1997-11-30,74821
Clewiston,FL,1997-11-30,60470
Arcadia,FL,1997-11-30,59452
Wauchula,FL,1997-11-30,48765
Los Angeles-Long Beach-Anaheim,CA,1997-12-31,197872
Miami-Fort Lauderdale,FL,1997-12-31,129363
San Francisco,CA,1997-12-31,286115
Riverside,CA,1997-12-31,125500
San Diego,CA,1997-12-31,197354
Tampa,FL,1997-12-31,96228
Sacramento,CA,1997-12-31,153808
Orlando,FL,1997-12-31,114793
San Jose,CA,1997-12-31,302195
Jacksonville,FL,1997-12-31,107072
Fresno,CA,1997-12-31,107553
Bakersfield,CA,1997-12-31,111235
Ventura,CA,1997-12-31,219403
North Port-Sarasota-Bradenton,FL,1997-12-31,127081
Stockton,CA,1997-12-31,113739
Fort Myers,FL,1997-12-31,123222
Lakeland,FL,1997-12-31,92717
Daytona Beach,FL,1997-12-31,95526
Melbourne,FL,1997-12-31,99319
Santa Rosa,CA,1997-12-31,222805
Pensacola,FL,1997-12-31,98438
Visalia,CA,1997-12-31,97549
Port St. Lucie,FL,1997-12-31,105036
Santa Maria-Santa Barbara,CA,1997-12-31,233014
Salinas,CA,1997-12-31,187833
Vallejo,CA,1997-12-31,140202
Tallahassee,FL,1997-12-31,97605
Naples,FL,1997-12-31,169928
San Luis Obispo,CA,1997-12-31,193503
Gainesville,FL,1997-12-31,101043
Santa Cruz,CA,1997-12-31,264839
Crestview-Fort Walton Beach-Destin,FL,1997-12-31,111409
Panama City,FL,1997-12-31,101334
Redding,CA,1997-12-31,89123
Punta Gorda,FL,1997-12-31,92224
Homosassa Springs,FL,1997-12-31,84444
Vero Beach,FL,1997-12-31,107636
Napa,CA,1997-12-31,186306
The Villages,FL,1997-12-31,112116
Lake City,FL,1997-12-31,49372
Okeechobee,FL,1997-12-31,75259
Clewiston,FL,1997-12-31,60740
Arcadia,FL,1997-12-31,59734
Wauchula,FL,1997-12-31,49071
Los Angeles-Long Beach-Anaheim,CA,1998-01-31,199645
Miami-Fort Lauderdale,FL,1998-01-31,130208
San Francisco,CA,1998-01-31,289064
Riverside,CA,1998-01-31,125987
San Diego,CA,1998-01-31,199602
Tampa,FL,1998-01-31,96854
Sacramento,CA,1998-01-31,154744
Orlando,FL,1998-01-31,115597
San Jose,CA,1998-01-31,304470
Jacksonville,FL,1998-01-31,107748
Fresno,CA,1998-01-31,108737
Bakersfield,CA,1998-01-31,110916
Ventura,CA,1998-01-31,220849
North Port-Sarasota-Bradenton,FL,1998-01-31,127689
Stockton,CA,1998-01-31,115013
Fort Myers,FL,1998-01-31,124206
Lakeland,FL,1998-01-31,93239
Daytona Beach,FL,1998-01-31,96132
Melbourne,FL,1998-01-31,100033
Santa Rosa,CA,1998-01-31,225095
Pensacola,FL,1998-01-31,99351
Visalia,CA,1998-01-31,98273
Port St. Lucie,FL,1998-01-31,105614
Santa Maria-Santa Barbara,CA,1998-01-31,236361
Salinas,CA,1998-01-31,188920
Vallejo,CA,1998-01-31,140739
Tallahassee,FL,1998-01-31,98009
Naples,FL,1998-01-31,171149
San Luis Obispo,CA,1998-01-31,195619
Gainesville,FL,1998-01-31,101448
Santa Cruz,CA,1998-01-31,267053
Crestview-Fort Walton Beach-Destin,FL,1998-01-31,111635
Panama City,FL,1998-01-31,101690
Redding,CA,1998-01-31,89775
Punta Gorda,FL,1998-01-31,92512
Homosassa Springs,FL,1998-01-31,84887
Vero Beach,FL,1998-01-31,108072
Napa,CA,1998-01-31,187496
The Villages,FL,1998-01-31,112420
Lake City,FL,1998-01-31,50035
Okeechobee,FL,1998-01-31,76024
Clewiston,FL,1998-01-31,60514
Arcadia,FL,1998-01-31,59988
Wauchula,FL,1998-01-31,49700
Los Angeles-Long Beach-Anaheim,CA,1998-02-28,201837
Miami-Fort Lauderdale,FL,1998-02-28,130901
San Francisco,CA,1998-02-28,291992
Riverside,CA,1998-02-28,126380
San Diego,CA,1998-02-28,201876
Tampa,FL,1998-02-28,97407
Sacramento,CA,1998-02-28,155554
Orlando,FL,1998-02-28,116363
San Jose,CA,1998-02-28,306988
Jacksonville,FL,1998-02-28,108233
Fresno,CA,1998-02-28,109911
Bakersfield,CA,1998-02-28,110652
Ventura,CA,1998-02-28,222123
North Port-Sarasota-Bradenton,FL,1998-02-28,128205
Stockton,CA,1998-02-28,116754
Fort Myers,FL,1998-02-28,124981
Lakeland,FL,1998-02-28,93846
Daytona Beach,FL,1998-02-28,96575
Melbourne,FL,1998-02-28,100666
Santa Rosa,CA,1998-02-28,227213
Pensacola,FL,1998-02-28,99894
Visalia,CA,1998-02-28,99156
Port St. Lucie,FL,1998-02-28,106165
Santa Maria-Santa Barbara,CA,1998-02-28,239292
Salinas,CA,1998-02-28,190719
Vallejo,CA,1998-02-28,141317
Tallahassee,FL,1998-02-28,98371
Naples,FL,1998-02-28,172301
San Luis Obispo,CA,1998-02-28,197834
Gainesville,FL,1998-02-28,101704
Santa Cruz,CA,1998-02-28,269380
Crestview-Fort Walton Beach-Destin,FL,1998-02-28,111690
Panama City,FL,1998-02-28,102054
Redding,CA,1998-02-28,90506
Punta Gorda,FL,1998-02-28,92677
Homosassa Springs,FL,1998-02-28,85131
Vero Beach,FL,1998-02-28,108458
Napa,CA,1998-02-28,188604
The Villages,FL,1998-02-28,112682
Lake City,FL,1998-02-28,50639
Okeechobee,FL,1998-02-28,76421
Clewiston,FL,1998-02-28,60382
Arcadia,FL,1998-02-28,60212
Wauchula,FL,1998-02-28,50394
Los Angeles-Long Beach-Anaheim,CA,1998-03-31,203890
Miami-Fort Lauderdale,FL,1998-03-31,131508
San Francisco,CA,1998-03-31,294750
Riverside,CA,1998-03-31,126775
San Diego,CA,1998-03-31,203930
Tampa,FL,1998-03-31,97941
Sacramento,CA,1998-03-31,156336
Orlando,FL,1998-03-31,117064
San Jose,CA,1998-03-31,309342
Jacksonville,FL,1998-03-31,108643
Fresno,CA,1998-03-31,110830
Bakersfield,CA,1998-03-31,110934
Ventura,CA,1998-03-31,223314
North Port-Sarasota-Bradenton,FL,1998-03-31,128650
Stockton,CA,1998-03-31,118477
Fort Myers,FL,1998-03-31,125695
Lakeland,FL,1998-03-31,94289
Daytona Beach,FL,1998-03-31,96894
Melbourne,FL,1998-03-31,101132
Santa Rosa,CA,1998-03-31,229798
Pensacola,FL,1998-03-31,100634
Visalia,CA,1998-03-31,100138
Port St. Lucie,FL,1998-03-31,106636
Santa Maria-Santa Barbara,CA,1998-03-31,243810
Salinas,CA,1998-03-31,192769
Vallejo,CA,1998-03-31,141916
Tallahassee,FL,1998-03-31,98744
Naples,FL,1998-03-31,173683
San Luis Obispo,CA,1998-03-31,200008
Gainesville,FL,1998-03-31,101893
Santa Cruz,CA,1998-03-31,271931
Crestview-Fort Walton Beach-Destin,FL,1998-03-31,112124
Panama City,FL,1998-03-31,102446
Redding,CA,1998-03-31,91240
Punta Gorda,FL,1998-03-31,92656
Homosassa Springs,FL,1998-03-31,85163
Vero Beach,FL,1998-03-31,108769
Napa,CA,1998-03-31,189645
The Villages,FL,1998-03-31,113078
Lake City,FL,1998-03-31,51259
Okeechobee,FL,1998-03-31,76789
Clewiston,FL,1998-03-31,60098
Arcadia,FL,1998-03-31,60358
Wauchula,FL,1998-03-31,51003
Los Angeles-Long Beach-Anaheim,CA,1998-04-30,205416
Miami-Fort Lauderdale,FL,1998-04-30,131532
San Francisco,CA,1998-04-30,297545
Riverside,CA,1998-04-30,127381
San Diego,CA,1998-04-30,205806
Tampa,FL,1998-04-30,98061
Sacramento,CA,1998-04-30,157195
Orlando,FL,1998-04-30,117189
San Jose,CA,1998-04-30,312728
Jacksonville,FL,1998-04-30,108948
Fresno,CA,1998-04-30,111585
Bakersfield,CA,1998-04-30,111258
Ventura,CA,1998-04-30,224956
North Port-Sarasota-Bradenton,FL,1998-04-30,128754
Stockton,CA,1998-04-30,119268
Fort Myers,FL,1998-04-30,125813
Lakeland,FL,1998-04-30,94463
Daytona Beach,FL,1998-04-30,96881
Melbourne,FL,1998-04-30,101184
Santa Rosa,CA,1998-04-30,231494
Pensacola,FL,1998-04-30,100867
Visalia,CA,1998-04-30,100536
Port St. Lucie,FL,1998-04-30,106681
Santa Maria-Santa Barbara,CA,1998-04-30,246352
Salinas,CA,1998-04-30,193976
Vallejo,CA,1998-04-30,142740
Tallahassee,FL,1998-04-30,99018
Naples,FL,1998-04-30,174265
San Luis Obispo,CA,1998-04-30,201592
Gainesville,FL,1998-04-30,102093
Santa Cruz,CA,1998-04-30,274904
Crestview-Fort Walton Beach-Destin,FL,1998-04-30,112401
Panama City,FL,1998-04-30,102886
Redding,CA,1998-04-30,91662
Punta Gorda,FL,1998-04-30,92673
Homosassa Springs,FL,1998-04-30,85159
Vero Beach,FL,1998-04-30,108982
Napa,CA,1998-04-30,190971
The Villages,FL,1998-04-30,113472
Lake City,FL,1998-04-30,51527
Okeechobee,FL,1998-04-30,76904
Clewiston,FL,1998-04-30,60045
Arcadia,FL,1998-04-30,60500
Wauchula,FL,1998-04-30,51356
Los Angeles-Long Beach-Anaheim,CA,1998-05-31,206839
Miami-Fort Lauderdale,FL,1998-05-31,131703
San Francisco,CA,1998-05-31,299993
Riverside,CA,1998-05-31,127921
San Diego,CA,1998-05-31,207746
Tampa,FL,1998-05-31,98201
Sacramento,CA,1998-05-31,157912
Orlando,FL,1998-05-31,117444
San Jose,CA,1998-05-31,316283
Jacksonville,FL,1998-05-31,109231
Fresno,CA,1998-05-31,112209
Bakersfield,CA,1998-05-31,111556
Ventura,CA,1998-05-31,226398
North Port-Sarasota-Bradenton,FL,1998-05-31,129003
Stockton,CA,1998-05-31,119727
Fort Myers,FL,1998-05-31,126205
Lakeland,FL,1998-05-31,94591
Daytona Beach,FL,1998-05-31,96954
Melbourne,FL,1998-05-31,101338
Santa Rosa,CA,1998-05-31,233447
Pensacola,FL,1998-05-31,101113
Visalia,CA,1998-05-31,100770
Port St. Lucie,FL,1998-05-31,106730
Santa Maria-Santa Barbara,CA,1998-05-31,248351
Salinas,CA,1998-05-31,195122
Vallejo,CA,1998-05-31,143351
Tallahassee,FL,1998-05-31,99218
Naples,FL,1998-05-31,175076
San Luis Obispo,CA,1998-05-31,203238
Gainesville,FL,1998-05-31,102341
Santa Cruz,CA,1998-05-31,277633
Crestview-Fort Walton Beach-Destin,FL,1998-05-31,113154
Panama City,FL,1998-05-31,103031
Redding,CA,1998-05-31,91810
Punta Gorda,FL,1998-05-31,92761
Homosassa Springs,FL,1998-05-31,85307
Vero Beach,FL,1998-05-31,109256
Napa,CA,1998-05-31,191808
The Villages,FL,1998-05-31,113613
Lake City,FL,1998-05-31,51912
Okeechobee,FL,1998-05-31,77357
Clewiston,FL,1998-05-31,59769
Arcadia,FL,1998-05-31,60621
Wauchula,FL,1998-05-31,51753
Los Angeles-Long Beach-Anaheim,CA,1998-06-30,208199
Miami-Fort Lauderdale,FL,1998-06-30,131547
San Francisco,CA,1998-06-30,302882
Riverside,CA,1998-06-30,128575
San Diego,CA,1998-06-30,210034
Tampa,FL,1998-06-30,98405
Sacramento,CA,1998-06-30,158695
Orlando,FL,1998-06-30,117799
San Jose,CA,1998-06-30,319711
Jacksonville,FL,1998-06-30,109525
Fresno,CA,1998-06-30,112715
Bakersfield,CA,1998-06-30,111625
Ventura,CA,1998-06-30,227924
North Port-Sarasota-Bradenton,FL,1998-06-30,129361
Stockton,CA,1998-06-30,120356
Fort Myers,FL,1998-06-30,126650
Lakeland,FL,1998-06-30,94806
Daytona Beach,FL,1998-06-30,97123
Melbourne,FL,1998-06-30,101513
Santa Rosa,CA,1998-06-30,235126
Pensacola,FL,1998-06-30,101323
Visalia,CA,1998-06-30,100912
Port St. Lucie,FL,1998-06-30,106780
Santa Maria-Santa Barbara,CA,1998-06-30,250366
Salinas,CA,1998-06-30,196452
Vallejo,CA,1998-06-30,144010
Tallahassee,FL,1998-06-30,99416
Naples,FL,1998-06-30,175801
San Luis Obispo,CA,1998-06-30,204843
Gainesville,FL,1998-06-30,102586
Santa Cruz,CA,1998-06-30,280484
Crestview-Fort Walton Beach-Destin,FL,1998-06-30,113962
Panama City,FL,1998-06-30,103104
Redding,CA,1998-06-30,91999
Punta Gorda,FL,1998-06-30,93104
Homosassa Springs,FL,1998-06-30,85429
Vero Beach,FL,1998-06-30,109654
Napa,CA,1998-06-30,192790
The Villages,FL,1998-06-30,113899
Lake City,FL,1998-06-30,52344
Okeechobee,FL,1998-06-30,77702
Clewiston,FL,1998-06-30,59808
Arcadia,FL,1998-06-30,60912
Wauchula,FL,1998-06-30,52209
Los Angeles-Long Beach-Anaheim,CA,1998-07-31,209276
Miami-Fort Lauderdale,FL,1998-07-31,131473
San Francisco,CA,1998-07-31,306219
Riverside,CA,1998-07-31,129232
San Diego,CA,1998-07-31,212082
Tampa,FL,1998-07-31,98661
Sacramento,CA,1998-07-31,159311
Orlando,FL,1998-07-31,118193
San Jose,CA,1998-07-31,323549
Jacksonville,FL,1998-07-31,109800
Fresno,CA,1998-07-31,112958
Bakersfield,CA,1998-07-31,111800
Ventura,CA,1998-07-31,229503
North Port-Sarasota-Bradenton,FL,1998-07-31,129826
Stockton,CA,1998-07-31,121057
Fort Myers,FL,1998-07-31,127105
Lakeland,FL,1998-07-31,95136
Daytona Beach,FL,1998-07-31,97375
Melbourne,FL,1998-07-31,101780
Santa Rosa,CA,1998-07-31,237018
Pensacola,FL,1998-07-31,101489
Visalia,CA,1998-07-31,100957
Port St. Lucie,FL,1998-07-31,106759
Santa Maria-Santa Barbara,CA,1998-07-31,252102
Salinas,CA,1998-07-31,198054
Vallejo,CA,1998-07-31,144616
Tallahassee,FL,1998-07-31,99489
Naples,FL,1998-07-31,176573
San Luis Obispo,CA,1998-07-31,206425
Gainesville,FL,1998-07-31,102874
Santa Cruz,CA,1998-07-31,283661
Crestview-Fort Walton Beach-Destin,FL,1998-07-31,115230
Panama City,FL,1998-07-31,103559
Redding,CA,1998-07-31,92127
Punta Gorda,FL,1998-07-31,93497
Homosassa Springs,FL,1998-07-31,85688
Vero Beach,FL,1998-07-31,110056
