RegionName,StateName,Date,Avg_Price
Lakeland,FL,2006-12-31,203541
Daytona Beach,FL,2006-12-31,243480
Melbourne,FL,2006-12-31,252192
Santa Rosa,CA,2006-12-31,620025
Pensacola,FL,2006-12-31,180824
Visalia,CA,2006-12-31,251014
Port St. Lucie,FL,2006-12-31,278173
Santa Maria-Santa Barbara,CA,2006-12-31,745800
Salinas,CA,2006-12-31,629552
Vallejo,CA,2006-12-31,432212
Tallahassee,FL,2006-12-31,197180
Naples,FL,2006-12-31,504625
San Luis Obispo,CA,2006-12-31,605260
Gainesville,FL,2006-12-31,222240
Santa Cruz,CA,2006-12-31,749664
Crestview-Fort Walton Beach-Destin,FL,2006-12-31,279246
Panama City,FL,2006-12-31,238622
Redding,CA,2006-12-31,245395
Punta Gorda,FL,2006-12-31,238711
Homosassa Springs,FL,2006-12-31,187277
Vero Beach,FL,2006-12-31,264524
Napa,CA,2006-12-31,581314
The Villages,FL,2006-12-31,241304
Lake City,FL,2006-12-31,129034
Okeechobee,FL,2006-12-31,168594
Clewiston,FL,2006-12-31,147820
Arcadia,FL,2006-12-31,148212
Wauchula,FL,2006-12-31,112914
Los Angeles-Long Beach-Anaheim,CA,2007-01-31,644317
Miami-Fort Lauderdale,FL,2007-01-31,375928
San Francisco,CA,2007-01-31,806007
Riverside,CA,2007-01-31,408846
San Diego,CA,2007-01-31,575526
Tampa,FL,2007-01-31,242626
Sacramento,CA,2007-01-31,421481
Orlando,FL,2007-01-31,288175
San Jose,CA,2007-01-31,735993
Jacksonville,FL,2007-01-31,235710
Fresno,CA,2007-01-31,315482
Bakersfield,CA,2007-01-31,294057
Ventura,CA,2007-01-31,646702
North Port-Sarasota-Bradenton,FL,2007-01-31,325711
Stockton,CA,2007-01-31,360649
Fort Myers,FL,2007-01-31,330583
Lakeland,FL,2007-01-31,204464
Daytona Beach,FL,2007-01-31,241524
Melbourne,FL,2007-01-31,250365
Santa Rosa,CA,2007-01-31,614805
Pensacola,FL,2007-01-31,180159
Visalia,CA,2007-01-31,250893
Port St. Lucie,FL,2007-01-31,275466
Santa Maria-Santa Barbara,CA,2007-01-31,743227
Salinas,CA,2007-01-31,624969
Vallejo,CA,2007-01-31,428951
Tallahassee,FL,2007-01-31,196985
Naples,FL,2007-01-31,500661
San Luis Obispo,CA,2007-01-31,600711
Gainesville,FL,2007-01-31,221682
Santa Cruz,CA,2007-01-31,738945
Crestview-Fort Walton Beach-Destin,FL,2007-01-31,277732
Panama City,FL,2007-01-31,236752
Redding,CA,2007-01-31,243307
Punta Gorda,FL,2007-01-31,236033
Homosassa Springs,FL,2007-01-31,187379
Vero Beach,FL,2007-01-31,262468
Napa,CA,2007-01-31,579336
The Villages,FL,2007-01-31,242970
Lake City,FL,2007-01-31,130133
Okeechobee,FL,2007-01-31,168096
Clewiston,FL,2007-01-31,147465
Arcadia,FL,2007-01-31,147810
Wauchula,FL,2007-01-31,112607
Los Angeles-Long Beach-Anaheim,CA,2007-02-28,643074
Miami-Fort Lauderdale,FL,2007-02-28,374858
San Francisco,CA,2007-02-28,802383
Riverside,CA,2007-02-28,407998
San Diego,CA,2007-02-28,572643
Tampa,FL,2007-02-28,242027
Sacramento,CA,2007-02-28,417743
Orlando,FL,2007-02-28,287412
San Jose,CA,2007-02-28,736808
Jacksonville,FL,2007-02-28,235387
Fresno,CA,2007-02-28,315073
Bakersfield,CA,2007-02-28,292720
Ventura,CA,2007-02-28,642900
North Port-Sarasota-Bradenton,FL,2007-02-28,320781
Stockton,CA,2007-02-28,357551
Fort Myers,FL,2007-02-28,324148
Lakeland,FL,2007-02-28,205350
Daytona Beach,FL,2007-02-28,239179
Melbourne,FL,2007-02-28,246925
Santa Rosa,CA,2007-02-28,610663
Pensacola,FL,2007-02-28,179913
Visalia,CA,2007-02-28,250872
Port St. Lucie,FL,2007-02-28,272093
Santa Maria-Santa Barbara,CA,2007-02-28,741626
Salinas,CA,2007-02-28,618650
Vallejo,CA,2007-02-28,424153
Tallahassee,FL,2007-02-28,196878
Naples,FL,2007-02-28,495731
San Luis Obispo,CA,2007-02-28,597095
Gainesville,FL,2007-02-28,222017
Santa Cruz,CA,2007-02-28,736049
Crestview-Fort Walton Beach-Destin,FL,2007-02-28,275608
Panama City,FL,2007-02-28,235924
Redding,CA,2007-02-28,241990
Punta Gorda,FL,2007-02-28,232076
Homosassa Springs,FL,2007-02-28,187677
Vero Beach,FL,2007-02-28,260150
Napa,CA,2007-02-28,576042
The Villages,FL,2007-02-28,244002
Lake City,FL,2007-02-28,130891
Okeechobee,FL,2007-02-28,167613
Clewiston,FL,2007-02-28,147201
Arcadia,FL,2007-02-28,147502
Wauchula,FL,2007-02-28,112417
Los Angeles-Long Beach-Anaheim,CA,2007-03-31,641212
Miami-Fort Lauderdale,FL,2007-03-31,373068
San Francisco,CA,2007-03-31,798453
Riverside,CA,2007-03-31,406652
San Diego,CA,2007-03-31,566457
Tampa,FL,2007-03-31,241201
Sacramento,CA,2007-03-31,416367
Orlando,FL,2007-03-31,285994
San Jose,CA,2007-03-31,739609
Jacksonville,FL,2007-03-31,234946
Fresno,CA,2007-03-31,312379
Bakersfield,CA,2007-03-31,291374
Ventura,CA,2007-03-31,639485
North Port-Sarasota-Bradenton,FL,2007-03-31,316265
Stockton,CA,2007-03-31,354747
Fort Myers,FL,2007-03-31,319444
Lakeland,FL,2007-03-31,205668
Daytona Beach,FL,2007-03-31,237622
Melbourne,FL,2007-03-31,243893
Santa Rosa,CA,2007-03-31,607780
Pensacola,FL,2007-03-31,179737
Visalia,CA,2007-03-31,249901
Port St. Lucie,FL,2007-03-31,267691
Santa Maria-Santa Barbara,CA,2007-03-31,738275
Salinas,CA,2007-03-31,614628
Vallejo,CA,2007-03-31,421300
Tallahassee,FL,2007-03-31,196293
Naples,FL,2007-03-31,487620
San Luis Obispo,CA,2007-03-31,595284
Gainesville,FL,2007-03-31,222556
Santa Cruz,CA,2007-03-31,737962
Crestview-Fort Walton Beach-Destin,FL,2007-03-31,273662
Panama City,FL,2007-03-31,235148
Redding,CA,2007-03-31,241387
Punta Gorda,FL,2007-03-31,227968
Homosassa Springs,FL,2007-03-31,186891
Vero Beach,FL,2007-03-31,257002
Napa,CA,2007-03-31,572180
The Villages,FL,2007-03-31,243921
Lake City,FL,2007-03-31,131335
Okeechobee,FL,2007-03-31,167001
Clewiston,FL,2007-03-31,146837
Arcadia,FL,2007-03-31,147130
Wauchula,FL,2007-03-31,112185
Los Angeles-Long Beach-Anaheim,CA,2007-04-30,639653
Miami-Fort Lauderdale,FL,2007-04-30,369840
San Francisco,CA,2007-04-30,793843
Riverside,CA,2007-04-30,404737
San Diego,CA,2007-04-30,560234
Tampa,FL,2007-04-30,239787
Sacramento,CA,2007-04-30,413883
Orlando,FL,2007-04-30,285199
San Jose,CA,2007-04-30,741043
Jacksonville,FL,2007-04-30,234721
Fresno,CA,2007-04-30,310499
Bakersfield,CA,2007-04-30,289920
Ventura,CA,2007-04-30,634490
North Port-Sarasota-Bradenton,FL,2007-04-30,311409
Stockton,CA,2007-04-30,350240
Fort Myers,FL,2007-04-30,313859
Lakeland,FL,2007-04-30,204290
Daytona Beach,FL,2007-04-30,235377
Melbourne,FL,2007-04-30,240419
Santa Rosa,CA,2007-04-30,604323
Pensacola,FL,2007-04-30,178836
Visalia,CA,2007-04-30,248072
Port St. Lucie,FL,2007-04-30,263011
Santa Maria-Santa Barbara,CA,2007-04-30,733975
Salinas,CA,2007-04-30,606222
Vallejo,CA,2007-04-30,419966
Tallahassee,FL,2007-04-30,196173
Naples,FL,2007-04-30,476577
San Luis Obispo,CA,2007-04-30,593815
Gainesville,FL,2007-04-30,223774
Santa Cruz,CA,2007-04-30,744196
Crestview-Fort Walton Beach-Destin,FL,2007-04-30,271045
Panama City,FL,2007-04-30,235093
Redding,CA,2007-04-30,240929
Punta Gorda,FL,2007-04-30,222933
Homosassa Springs,FL,2007-04-30,185032
Vero Beach,FL,2007-04-30,252830
Napa,CA,2007-04-30,567582
The Villages,FL,2007-04-30,243243
Lake City,FL,2007-04-30,131889
Okeechobee,FL,2007-04-30,166301
Clewiston,FL,2007-04-30,146341
Arcadia,FL,2007-04-30,146742
Wauchula,FL,2007-04-30,111785
Los Angeles-Long Beach-Anaheim,CA,2007-05-31,636597
Miami-Fort Lauderdale,FL,2007-05-31,366200
San Francisco,CA,2007-05-31,790770
Riverside,CA,2007-05-31,401681
San Diego,CA,2007-05-31,553080
Tampa,FL,2007-05-31,238065
Sacramento,CA,2007-05-31,409945
Orlando,FL,2007-05-31,283975
San Jose,CA,2007-05-31,740606
Jacksonville,FL,2007-05-31,234346
Fresno,CA,2007-05-31,305969
Bakersfield,CA,2007-05-31,287694
Ventura,CA,2007-05-31,629488
North Port-Sarasota-Bradenton,FL,2007-05-31,304908
Stockton,CA,2007-05-31,345739
Fort Myers,FL,2007-05-31,308166
Lakeland,FL,2007-05-31,202572
Daytona Beach,FL,2007-05-31,232609
Melbourne,FL,2007-05-31,237299
Santa Rosa,CA,2007-05-31,601158
Pensacola,FL,2007-05-31,177809
Visalia,CA,2007-05-31,244333
Port St. Lucie,FL,2007-05-31,257881
Santa Maria-Santa Barbara,CA,2007-05-31,726177
Salinas,CA,2007-05-31,599279
Vallejo,CA,2007-05-31,415700
Tallahassee,FL,2007-05-31,196926
Naples,FL,2007-05-31,466138
San Luis Obispo,CA,2007-05-31,593744
Gainesville,FL,2007-05-31,224346
Santa Cruz,CA,2007-05-31,748556
Crestview-Fort Walton Beach-Destin,FL,2007-05-31,269138
Panama City,FL,2007-05-31,233915
Redding,CA,2007-05-31,238547
Punta Gorda,FL,2007-05-31,217504
Homosassa Springs,FL,2007-05-31,183193
Vero Beach,FL,2007-05-31,248260
Napa,CA,2007-05-31,563399
The Villages,FL,2007-05-31,242001
Lake City,FL,2007-05-31,132456
Okeechobee,FL,2007-05-31,164930
Clewiston,FL,2007-05-31,145194
Arcadia,FL,2007-05-31,145656
Wauchula,FL,2007-05-31,110954
Los Angeles-Long Beach-Anaheim,CA,2007-06-30,633754
Miami-Fort Lauderdale,FL,2007-06-30,361910
San Francisco,CA,2007-06-30,786390
Riverside,CA,2007-06-30,397700
San Diego,CA,2007-06-30,549552
Tampa,FL,2007-06-30,235683
Sacramento,CA,2007-06-30,404684
Orlando,FL,2007-06-30,282100
San Jose,CA,2007-06-30,737234
Jacksonville,FL,2007-06-30,233589
Fresno,CA,2007-06-30,302932
Bakersfield,CA,2007-06-30,285656
Ventura,CA,2007-06-30,623106
North Port-Sarasota-Bradenton,FL,2007-06-30,298916
Stockton,CA,2007-06-30,338081
Fort Myers,FL,2007-06-30,301743
Lakeland,FL,2007-06-30,200810
Daytona Beach,FL,2007-06-30,229122
Melbourne,FL,2007-06-30,233414
Santa Rosa,CA,2007-06-30,597727
Pensacola,FL,2007-06-30,176848
Visalia,CA,2007-06-30,242392
Port St. Lucie,FL,2007-06-30,253820
Santa Maria-Santa Barbara,CA,2007-06-30,716947
Salinas,CA,2007-06-30,592806
Vallejo,CA,2007-06-30,410807
Tallahassee,FL,2007-06-30,197321
Naples,FL,2007-06-30,457466
San Luis Obispo,CA,2007-06-30,592002
Gainesville,FL,2007-06-30,223800
Santa Cruz,CA,2007-06-30,748313
Crestview-Fort Walton Beach-Destin,FL,2007-06-30,266749
Panama City,FL,2007-06-30,232648
Redding,CA,2007-06-30,236196
Punta Gorda,FL,2007-06-30,211041
Homosassa Springs,FL,2007-06-30,181519
Vero Beach,FL,2007-06-30,244043
Napa,CA,2007-06-30,559439
The Villages,FL,2007-06-30,240582
Lake City,FL,2007-06-30,132217
Okeechobee,FL,2007-06-30,163180
Clewiston,FL,2007-06-30,143703
Arcadia,FL,2007-06-30,144071
Wauchula,FL,2007-06-30,109895
Los Angeles-Long Beach-Anaheim,CA,2007-07-31,628526
Miami-Fort Lauderdale,FL,2007-07-31,357572
San Francisco,CA,2007-07-31,782485
Riverside,CA,2007-07-31,393827
San Diego,CA,2007-07-31,545257
Tampa,FL,2007-07-31,232530
Sacramento,CA,2007-07-31,399284
Orlando,FL,2007-07-31,279089
San Jose,CA,2007-07-31,736504
Jacksonville,FL,2007-07-31,232598
Fresno,CA,2007-07-31,299436
Bakersfield,CA,2007-07-31,280292
Ventura,CA,2007-07-31,614331
North Port-Sarasota-Bradenton,FL,2007-07-31,293544
Stockton,CA,2007-07-31,330319
Fort Myers,FL,2007-07-31,294964
Lakeland,FL,2007-07-31,199576
Daytona Beach,FL,2007-07-31,225636
Melbourne,FL,2007-07-31,229110
Santa Rosa,CA,2007-07-31,594343
Pensacola,FL,2007-07-31,175713
Visalia,CA,2007-07-31,239299
Port St. Lucie,FL,2007-07-31,249187
Santa Maria-Santa Barbara,CA,2007-07-31,706930
Salinas,CA,2007-07-31,588535
Vallejo,CA,2007-07-31,406635
Tallahassee,FL,2007-07-31,196855
Naples,FL,2007-07-31,449305
San Luis Obispo,CA,2007-07-31,588896
Gainesville,FL,2007-07-31,222646
Santa Cruz,CA,2007-07-31,748045
Crestview-Fort Walton Beach-Destin,FL,2007-07-31,263471
Panama City,FL,2007-07-31,230535
Redding,CA,2007-07-31,233524
Punta Gorda,FL,2007-07-31,206202
Homosassa Springs,FL,2007-07-31,179815
Vero Beach,FL,2007-07-31,240317
Napa,CA,2007-07-31,557069
The Villages,FL,2007-07-31,239189
Lake City,FL,2007-07-31,131678
Okeechobee,FL,2007-07-31,162177
Clewiston,FL,2007-07-31,142908
Arcadia,FL,2007-07-31,143132
Wauchula,FL,2007-07-31,109356
Los Angeles-Long Beach-Anaheim,CA,2007-08-31,621860
Miami-Fort Lauderdale,FL,2007-08-31,353035
San Francisco,CA,2007-08-31,779421
Riverside,CA,2007-08-31,388750
San Diego,CA,2007-08-31,543012
Tampa,FL,2007-08-31,228892
Sacramento,CA,2007-08-31,393846
Orlando,FL,2007-08-31,275635
San Jose,CA,2007-08-31,737933
Jacksonville,FL,2007-08-31,231231
Fresno,CA,2007-08-31,298091
Bakersfield,CA,2007-08-31,276052
Ventura,CA,2007-08-31,608054
North Port-Sarasota-Bradenton,FL,2007-08-31,288432
Stockton,CA,2007-08-31,321120
Fort Myers,FL,2007-08-31,289329
Lakeland,FL,2007-08-31,198243
Daytona Beach,FL,2007-08-31,222444
Melbourne,FL,2007-08-31,224369
Santa Rosa,CA,2007-08-31,589952
Pensacola,FL,2007-08-31,174626
Visalia,CA,2007-08-31,236250
Port St. Lucie,FL,2007-08-31,245560
Santa Maria-Santa Barbara,CA,2007-08-31,701238
Salinas,CA,2007-08-31,579727
Vallejo,CA,2007-08-31,403851
Tallahassee,FL,2007-08-31,195574
Naples,FL,2007-08-31,441560
San Luis Obispo,CA,2007-08-31,585565
Gainesville,FL,2007-08-31,221417
Santa Cruz,CA,2007-08-31,742249
Crestview-Fort Walton Beach-Destin,FL,2007-08-31,260455
Panama City,FL,2007-08-31,228819
Redding,CA,2007-08-31,233060
Punta Gorda,FL,2007-08-31,202718
Homosassa Springs,FL,2007-08-31,177475
Vero Beach,FL,2007-08-31,236611
Napa,CA,2007-08-31,555279
The Villages,FL,2007-08-31,237797
Lake City,FL,2007-08-31,131840
Okeechobee,FL,2007-08-31,160763
Clewiston,FL,2007-08-31,141751
Arcadia,FL,2007-08-31,141886
Wauchula,FL,2007-08-31,108472
Los Angeles-Long Beach-Anaheim,CA,2007-09-30,613146
Miami-Fort Lauderdale,FL,2007-09-30,348397
San Francisco,CA,2007-09-30,776537
Riverside,CA,2007-09-30,383137
San Diego,CA,2007-09-30,539180
Tampa,FL,2007-09-30,225570
Sacramento,CA,2007-09-30,389382
Orlando,FL,2007-09-30,272407
San Jose,CA,2007-09-30,737959
Jacksonville,FL,2007-09-30,229963
Fresno,CA,2007-09-30,295401
Bakersfield,CA,2007-09-30,270910
Ventura,CA,2007-09-30,597276
North Port-Sarasota-Bradenton,FL,2007-09-30,283528
Stockton,CA,2007-09-30,312305
Fort Myers,FL,2007-09-30,283801
Lakeland,FL,2007-09-30,196871
Daytona Beach,FL,2007-09-30,219602
Melbourne,FL,2007-09-30,220093
Santa Rosa,CA,2007-09-30,583127
Pensacola,FL,2007-09-30,173359
Visalia,CA,2007-09-30,232322
Port St. Lucie,FL,2007-09-30,241621
Santa Maria-Santa Barbara,CA,2007-09-30,691689
Salinas,CA,2007-09-30,570879
Vallejo,CA,2007-09-30,401296
Tallahassee,FL,2007-09-30,194172
Naples,FL,2007-09-30,434185
San Luis Obispo,CA,2007-09-30,583550
Gainesville,FL,2007-09-30,220071
Santa Cruz,CA,2007-09-30,738019
Crestview-Fort Walton Beach-Destin,FL,2007-09-30,258145
Panama City,FL,2007-09-30,227614
Redding,CA,2007-09-30,233339
Punta Gorda,FL,2007-09-30,199772
Homosassa Springs,FL,2007-09-30,175196
Vero Beach,FL,2007-09-30,233644
Napa,CA,2007-09-30,556258
The Villages,FL,2007-09-30,236386
Lake City,FL,2007-09-30,132305
Okeechobee,FL,2007-09-30,159367
Clewiston,FL,2007-09-30,140519
Arcadia,FL,2007-09-30,140711
Wauchula,FL,2007-09-30,107567
Los Angeles-Long Beach-Anaheim,CA,2007-10-31,604306
Miami-Fort Lauderdale,FL,2007-10-31,344403
San Francisco,CA,2007-10-31,770441
Riverside,CA,2007-10-31,375977
San Diego,CA,2007-10-31,534784
Tampa,FL,2007-10-31,222236
Sacramento,CA,2007-10-31,383183
Orlando,FL,2007-10-31,268824
San Jose,CA,2007-10-31,734975
Jacksonville,FL,2007-10-31,228472
Fresno,CA,2007-10-31,292028
Bakersfield,CA,2007-10-31,267460
Ventura,CA,2007-10-31,590951
North Port-Sarasota-Bradenton,FL,2007-10-31,278833
Stockton,CA,2007-10-31,303674
Fort Myers,FL,2007-10-31,276860
Lakeland,FL,2007-10-31,195278
Daytona Beach,FL,2007-10-31,216418
Melbourne,FL,2007-10-31,216115
Santa Rosa,CA,2007-10-31,577612
Pensacola,FL,2007-10-31,172460
Visalia,CA,2007-10-31,229701
Port St. Lucie,FL,2007-10-31,237255
Santa Maria-Santa Barbara,CA,2007-10-31,685338
Salinas,CA,2007-10-31,561656
Vallejo,CA,2007-10-31,397799
Tallahassee,FL,2007-10-31,193111
Naples,FL,2007-10-31,427528
San Luis Obispo,CA,2007-10-31,579327
Gainesville,FL,2007-10-31,216356
Santa Cruz,CA,2007-10-31,734798
Crestview-Fort Walton Beach-Destin,FL,2007-10-31,255621
Panama City,FL,2007-10-31,226922
Redding,CA,2007-10-31,232661
Punta Gorda,FL,2007-10-31,195910
Homosassa Springs,FL,2007-10-31,173253
Vero Beach,FL,2007-10-31,231011
Napa,CA,2007-10-31,551416
The Villages,FL,2007-10-31,234642
Lake City,FL,2007-10-31,132590
Okeechobee,FL,2007-10-31,156757
Clewiston,FL,2007-10-31,138367
Arcadia,FL,2007-10-31,138536
Wauchula,FL,2007-10-31,105965
Los Angeles-Long Beach-Anaheim,CA,2007-11-30,597532
Miami-Fort Lauderdale,FL,2007-11-30,339094
San Francisco,CA,2007-11-30,763036
Riverside,CA,2007-11-30,368515
San Diego,CA,2007-11-30,527900
Tampa,FL,2007-11-30,219600
Sacramento,CA,2007-11-30,375608
Orlando,FL,2007-11-30,265529
San Jose,CA,2007-11-30,728696
Jacksonville,FL,2007-11-30,226947
Fresno,CA,2007-11-30,286173
Bakersfield,CA,2007-11-30,262848
Ventura,CA,2007-11-30,581837
North Port-Sarasota-Bradenton,FL,2007-11-30,273968
Stockton,CA,2007-11-30,295286
Fort Myers,FL,2007-11-30,268769
Lakeland,FL,2007-11-30,192389
Daytona Beach,FL,2007-11-30,213098
Melbourne,FL,2007-11-30,212296
Santa Rosa,CA,2007-11-30,573910
Pensacola,FL,2007-11-30,171388
Visalia,CA,2007-11-30,227511
Port St. Lucie,FL,2007-11-30,232113
Santa Maria-Santa Barbara,CA,2007-11-30,678664
Salinas,CA,2007-11-30,553253
Vallejo,CA,2007-11-30,392211
Tallahassee,FL,2007-11-30,191622
Naples,FL,2007-11-30,419271
San Luis Obispo,CA,2007-11-30,573206
Gainesville,FL,2007-11-30,214128
Santa Cruz,CA,2007-11-30,738816
Crestview-Fort Walton Beach-Destin,FL,2007-11-30,254037
Panama City,FL,2007-11-30,226683
Redding,CA,2007-11-30,229444
Punta Gorda,FL,2007-11-30,191164
Homosassa Springs,FL,2007-11-30,171141
Vero Beach,FL,2007-11-30,227199
Napa,CA,2007-11-30,545979
The Villages,FL,2007-11-30,232289
Lake City,FL,2007-11-30,132454
Okeechobee,FL,2007-11-30,154431
Clewiston,FL,2007-11-30,136428
Arcadia,FL,2007-11-30,136606
Wauchula,FL,2007-11-30,104572
Los Angeles-Long Beach-Anaheim,CA,2007-12-31,590043
Miami-Fort Lauderdale,FL,2007-12-31,333813
San Francisco,CA,2007-12-31,751664
Riverside,CA,2007-12-31,361409
San Diego,CA,2007-12-31,521780
Tampa,FL,2007-12-31,216573
Sacramento,CA,2007-12-31,368828
Orlando,FL,2007-12-31,261323
San Jose,CA,2007-12-31,717817
Jacksonville,FL,2007-12-31,225302
Fresno,CA,2007-12-31,280092
Bakersfield,CA,2007-12-31,257739
Ventura,CA,2007-12-31,571148
North Port-Sarasota-Bradenton,FL,2007-12-31,269033
Stockton,CA,2007-12-31,288046
Fort Myers,FL,2007-12-31,262187
Lakeland,FL,2007-12-31,190521
Daytona Beach,FL,2007-12-31,210078
Melbourne,FL,2007-12-31,208127
Santa Rosa,CA,2007-12-31,564113
Pensacola,FL,2007-12-31,170263
Visalia,CA,2007-12-31,224734
Port St. Lucie,FL,2007-12-31,226124
Santa Maria-Santa Barbara,CA,2007-12-31,670956
Salinas,CA,2007-12-31,545454
Vallejo,CA,2007-12-31,383369
Tallahassee,FL,2007-12-31,190365
Naples,FL,2007-12-31,413426
San Luis Obispo,CA,2007-12-31,567029
Gainesville,FL,2007-12-31,213086
Santa Cruz,CA,2007-12-31,738246
Crestview-Fort Walton Beach-Destin,FL,2007-12-31,252419
Panama City,FL,2007-12-31,224748
Redding,CA,2007-12-31,226801
Punta Gorda,FL,2007-12-31,186376
Homosassa Springs,FL,2007-12-31,168458
Vero Beach,FL,2007-12-31,221659
Napa,CA,2007-12-31,535258
The Villages,FL,2007-12-31,229942
Lake City,FL,2007-12-31,131300
Okeechobee,FL,2007-12-31,152032
Clewiston,FL,2007-12-31,134443
Arcadia,FL,2007-12-31,134546
Wauchula,FL,2007-12-31,103053
Los Angeles-Long Beach-Anaheim,CA,2008-01-31,582299
Miami-Fort Lauderdale,FL,2008-01-31,326761
San Francisco,CA,2008-01-31,743338
Riverside,CA,2008-01-31,354204
San Diego,CA,2008-01-31,513517
Tampa,FL,2008-01-31,213190
Sacramento,CA,2008-01-31,361215
Orlando,FL,2008-01-31,258258
San Jose,CA,2008-01-31,705191
Jacksonville,FL,2008-01-31,223353
Fresno,CA,2008-01-31,274845
Bakersfield,CA,2008-01-31,252271
Ventura,CA,2008-01-31,558693
North Port-Sarasota-Bradenton,FL,2008-01-31,263105
Stockton,CA,2008-01-31,279066
Fort Myers,FL,2008-01-31,255626
Lakeland,FL,2008-01-31,189282
Daytona Beach,FL,2008-01-31,206465
Melbourne,FL,2008-01-31,203761
Santa Rosa,CA,2008-01-31,559101
Pensacola,FL,2008-01-31,168618
Visalia,CA,2008-01-31,220308
Port St. Lucie,FL,2008-01-31,219609
Santa Maria-Santa Barbara,CA,2008-01-31,655280
Salinas,CA,2008-01-31,540094
Vallejo,CA,2008-01-31,372093
Tallahassee,FL,2008-01-31,188294
Naples,FL,2008-01-31,406883
San Luis Obispo,CA,2008-01-31,564477
Gainesville,FL,2008-01-31,212940
Santa Cruz,CA,2008-01-31,738092
Crestview-Fort Walton Beach-Destin,FL,2008-01-31,249160
Panama City,FL,2008-01-31,223221
Redding,CA,2008-01-31,225415
Punta Gorda,FL,2008-01-31,181846
Homosassa Springs,FL,2008-01-31,165447
Vero Beach,FL,2008-01-31,216338
Napa,CA,2008-01-31,535811
The Villages,FL,2008-01-31,227161
Lake City,FL,2008-01-31,130205
Okeechobee,FL,2008-01-31,149650
Clewiston,FL,2008-01-31,132287
Arcadia,FL,2008-01-31,132415
Wauchula,FL,2008-01-31,101444
Los Angeles-Long Beach-Anaheim,CA,2008-02-29,571299
Miami-Fort Lauderdale,FL,2008-02-29,319998
San Francisco,CA,2008-02-29,736010
Riverside,CA,2008-02-29,344433
San Diego,CA,2008-02-29,504093
Tampa,FL,2008-02-29,208918
Sacramento,CA,2008-02-29,353770
Orlando,FL,2008-02-29,253121
San Jose,CA,2008-02-29,689467
Jacksonville,FL,2008-02-29,221744
Fresno,CA,2008-02-29,268405
Bakersfield,CA,2008-02-29,247321
Ventura,CA,2008-02-29,549457
North Port-Sarasota-Bradenton,FL,2008-02-29,257993
Stockton,CA,2008-02-29,269865
Fort Myers,FL,2008-02-29,250851
Lakeland,FL,2008-02-29,188330
Daytona Beach,FL,2008-02-29,203050
Melbourne,FL,2008-02-29,200306
Santa Rosa,CA,2008-02-29,550558
Pensacola,FL,2008-02-29,166906
Visalia,CA,2008-02-29,215279
Port St. Lucie,FL,2008-02-29,214260
Santa Maria-Santa Barbara,CA,2008-02-29,637040
Salinas,CA,2008-02-29,537000
Vallejo,CA,2008-02-29,362066
Tallahassee,FL,2008-02-29,186435
Naples,FL,2008-02-29,401484
San Luis Obispo,CA,2008-02-29,564247
Gainesville,FL,2008-02-29,211476
Santa Cruz,CA,2008-02-29,723363
Crestview-Fort Walton Beach-Destin,FL,2008-02-29,246038
Panama City,FL,2008-02-29,221026
Redding,CA,2008-02-29,224056
Punta Gorda,FL,2008-02-29,179826
Homosassa Springs,FL,2008-02-29,162662
Vero Beach,FL,2008-02-29,211766
Napa,CA,2008-02-29,534124
The Villages,FL,2008-02-29,224380
Lake City,FL,2008-02-29,128484
Okeechobee,FL,2008-02-29,147193
Clewiston,FL,2008-02-29,130113
Arcadia,FL,2008-02-29,130201
Wauchula,FL,2008-02-29,99798
Los Angeles-Long Beach-Anaheim,CA,2008-03-31,559545
Miami-Fort Lauderdale,FL,2008-03-31,312498
San Francisco,CA,2008-03-31,728756
Riverside,CA,2008-03-31,332326
San Diego,CA,2008-03-31,494231
Tampa,FL,2008-03-31,204775
Sacramento,CA,2008-03-31,343205
Orlando,FL,2008-03-31,247716
San Jose,CA,2008-03-31,677228
Jacksonville,FL,2008-03-31,220549
Fresno,CA,2008-03-31,261922
Bakersfield,CA,2008-03-31,240194
Ventura,CA,2008-03-31,540330
North Port-Sarasota-Bradenton,FL,2008-03-31,253412
Stockton,CA,2008-03-31,259650
Fort Myers,FL,2008-03-31,243284
Lakeland,FL,2008-03-31,185979
Daytona Beach,FL,2008-03-31,198014
Melbourne,FL,2008-03-31,195933
Santa Rosa,CA,2008-03-31,542208
Pensacola,FL,2008-03-31,165069
Visalia,CA,2008-03-31,209900
Port St. Lucie,FL,2008-03-31,209778
Santa Maria-Santa Barbara,CA,2008-03-31,621944
Salinas,CA,2008-03-31,528172
Vallejo,CA,2008-03-31,352526
Tallahassee,FL,2008-03-31,184535
Naples,FL,2008-03-31,396505
San Luis Obispo,CA,2008-03-31,559852
Gainesville,FL,2008-03-31,208960
Santa Cruz,CA,2008-03-31,705513
Crestview-Fort Walton Beach-Destin,FL,2008-03-31,242323
Panama City,FL,2008-03-31,219453
Redding,CA,2008-03-31,220731
Punta Gorda,FL,2008-03-31,179564
Homosassa Springs,FL,2008-03-31,161075
Vero Beach,FL,2008-03-31,208349
Napa,CA,2008-03-31,534925
The Villages,FL,2008-03-31,222322
Lake City,FL,2008-03-31,126970
Okeechobee,FL,2008-03-31,144627
Clewiston,FL,2008-03-31,127809
Arcadia,FL,2008-03-31,127880
Wauchula,FL,2008-03-31,98186
